classification_name,classification_code,country,year,affordability_healthy_diet_ratio_cost_to_food_expenditures,affordability_healthy_diet_ratio_cost_to_food_poverty_line,affordability_nutrient_adequate_diet_ratio_cost_to_food_expenditures,affordability_nutrient_adequate_diet_ratio_cost_to_food_poverty_line,affordability_energy_sufficient_diet_ratio_cost_to_food_expenditures,affordability_energy_sufficient_diet_ratio_cost_food_poverty_line,cost_healthy_diet,cost_healthy_diet_relative_to_cost_of_sufficient_energy_from_starchy_staples,cost_nutrient_adequate_diet,cost_energy_sufficient_diet,cost_animal-source_foods,cost_animal-sourced_foods_relative_to_starchy_staples_in_least-cost_healthy_diet,cost_fruits,cost_fruits_relative_to_starchy_staples_in_least-cost_healthy_diet,cost_legumes_nuts_seeds,cost_legumes_nuts_seeds_relative_to_starchy_staples_in_least-cost_healthy_diet,cost_oils_fats,cost_oils_fats_relative_to_starchy_staples_in_least-cost_healthy_diet,cost_starchy_staples,cost_vegetables,cost_vegetables_relative_to_starchy_staples_in_least-cost_healthy_diet,cost_share_animal-sourced_foods_in_least-cost_healthy_diet,cost_share_fruits_in_least-cost_healthy_diet,cost_share_legumes_nuts_seeds_in_least-cost_healthy_diet,cost_share_oils_fats_in_least-cost_healthy_diet,cost_share_vegetables_in_least-cost_healthy_diet,cost_share_starchy_staples_in_least-cost_healthy_diet,percent_population_cannot_afford_sufficient_calories,percent_population_cannot_afford_nutrient_adequacy,percent_population_cannot_afford_healthy_diet,millions_people_cannot_afford_sufficient_calories,millions_people_cannot_afford_nutrient_adequacy,millions_people_cannot_afford_healthy_diet,population
Food Prices for Nutrition 2.0,FPN 2.0,Lao PDR,2017,0.894,3.371,0.687,2.59,0.171,0.646,3.776,5.22,2.901,0.724,1.105,2.31,0.736,1.54,0.394,0.82,0.172,0.36,0.478,0.892,1.87,0.293,0.195,0.104,0.046,0.236,0.127,0.8,61.1,75.3,0.1,4.3,5.3,6997917
Food Prices for Nutrition 2.0,FPN 2.0,Latin America & Caribbean,2017,0.721,3.231,0.617,2.729,0.225,0.973,3.619,1.1842277486911,3.056,1.09,0.882,1.43,0.658,1.07,0.427,0.69,0.153,0.25,0.615,0.885,1.44,0.244,0.182,0.118,0.042,0.245,0.17,3.0,17.9,22.0,17.2,100.9,124.4,572342871
Food Prices for Nutrition 2.0,FPN 2.0,Latvia,2017,0.428,2.789,0.278,1.812,0.06,0.395,3.124,7.07,2.029,0.442,0.794,2.37,0.648,1.93,0.314,0.94,0.111,0.33,0.335,0.921,2.75,0.254,0.207,0.101,0.036,0.295,0.107,0.2,1.7,3.4,0.0,0.0,0.1,1942248
Food Prices for Nutrition 2.0,FPN 2.0,Lesotho,2017,1.463,3.366,0.895,2.059,0.236,0.543,3.77,6.2,2.306,0.608,1.172,2.54,0.838,1.81,0.362,0.78,0.148,0.32,0.462,0.788,1.71,0.311,0.222,0.096,0.039,0.209,0.123,10.7,63.3,83.2,0.2,1.4,1.8,2170617
Food Prices for Nutrition 2.0,FPN 2.0,Liberia,2017,5.272,3.588,3.913,2.663,1.274,0.867,4.018,4.14,2.982,0.971,0.685,0.54,0.901,0.71,0.229,0.18,0.092,0.07,1.27,0.84,0.66,0.17,0.224,0.057,0.023,0.209,0.316,20.2,82.7,91.8,1.0,4.0,4.4,4796631
Food Prices for Nutrition 2.0,FPN 2.0,Lithuania,2017,0.263,2.681,0.173,1.758,0.044,0.451,3.003,5.95,1.969,0.505,0.702,1.91,0.67,1.82,0.343,0.93,0.086,0.23,0.368,0.834,2.27,0.234,0.223,0.114,0.029,0.278,0.123,0.8,1.6,3.3,0.0,0.0,0.1,2828403
Food Prices for Nutrition 2.0,FPN 2.0,Low income,2017,2.022,2.753,1.344,1.834,0.548,0.765,3.084,1.5014605647517,2.054,0.856,0.939,1.72,0.489,0.89,0.194,0.35,0.159,0.29,0.547,0.755,1.38,0.304,0.159,0.063,0.052,0.245,0.177,20.7,73.2,88.8,102.6,363.6,440.9,504388820
Food Prices for Nutrition 2.0,FPN 2.0,Lower middle income,2017,0.937,3.033,0.672,2.203,0.248,0.823,3.397,1.37697608431293,2.467,0.921,0.984,1.9,0.649,1.25,0.321,0.62,0.155,0.3,0.519,0.75,1.45,0.29,0.191,0.094,0.046,0.221,0.153,6.8,52.7,72.3,210.8,1637.5,2246.4,3130516509
Food Prices for Nutrition 2.0,FPN 2.0,Luxembourg,2017,0.298,2.225,0.244,1.82,0.04,0.299,2.492,7.44,2.038,0.335,0.656,3.15,0.762,3.66,0.28,1.35,0.056,0.27,0.208,0.53,2.55,0.263,0.306,0.112,0.022,0.213,0.083,0.1,0.4,0.4,0.0,0.0,0.0,596336
Food Prices for Nutrition 2.0,FPN 2.0,Madagascar,2017,1.627,2.667,1.41,2.312,0.588,0.963,2.987,2.77,2.589,1.079,1.02,1.84,0.563,1.01,0.328,0.59,0.197,0.35,0.555,0.324,0.58,0.341,0.188,0.11,0.066,0.108,0.186,78.3,96.0,97.1,20.5,25.1,25.4,26169542
Food Prices for Nutrition 2.0,FPN 2.0,Malawi,2017,2.095,2.432,1.243,1.443,0.219,0.254,2.724,9.56,1.616,0.285,1.085,3.31,0.396,1.21,0.13,0.4,0.176,0.54,0.328,0.61,1.86,0.398,0.145,0.048,0.065,0.224,0.12,2.4,83.2,94.5,0.4,14.9,16.9,17881167
Food Prices for Nutrition 2.0,FPN 2.0,Malaysia,2017,0.371,2.879,0.274,2.129,0.104,0.812,3.224,3.55,2.384,0.909,0.83,1.82,0.929,2.04,0.294,0.64,0.067,0.15,0.456,0.648,1.42,0.257,0.288,0.091,0.021,0.201,0.141,0.0,0.9,3.0,0.0,0.3,1.0,31975806
Food Prices for Nutrition 2.0,FPN 2.0,Maldives,2017,1.225,3.197,0.919,2.398,0.145,0.378,3.581,8.47,2.686,0.423,0.906,3.79,0.861,3.6,0.409,1.71,0.099,0.41,0.239,1.067,4.46,0.253,0.24,0.114,0.028,0.298,0.067,0.0,0.6,3.4,0.0,0.0,0.0,472442
Food Prices for Nutrition 2.0,FPN 2.0,Mali,2017,1.126,2.589,0.77,1.772,0.233,0.536,2.9,4.83,1.985,0.6,1.003,2.33,0.543,1.26,0.134,0.31,0.143,0.33,0.43,0.648,1.51,0.346,0.187,0.046,0.049,0.223,0.148,1.9,57.5,77.3,0.4,11.1,14.9,19311355
Food Prices for Nutrition 2.0,FPN 2.0,Malta,2017,0.512,3.12,0.388,2.363,0.109,0.662,3.494,4.72,2.647,0.741,0.795,1.56,0.931,1.83,0.45,0.89,0.08,0.16,0.508,0.73,1.44,0.228,0.266,0.129,0.023,0.209,0.145,0.1,0.3,0.3,0.0,0.0,0.0,467999
Food Prices for Nutrition 2.0,FPN 2.0,Mauritania,2017,1.036,3.081,0.845,2.513,0.263,0.783,3.451,3.94,2.814,0.877,0.96,2.07,0.804,1.74,0.194,0.42,0.16,0.35,0.463,0.87,1.88,0.278,0.233,0.056,0.046,0.252,0.134,2.7,48.3,61.7,0.1,2.0,2.6,4160015
Food Prices for Nutrition 2.0,FPN 2.0,Mauritius,2017,0.318,2.958,0.242,2.249,0.078,0.727,3.313,4.07,2.519,0.814,0.876,2.15,0.565,1.39,0.296,0.73,0.1,0.25,0.407,1.07,2.63,0.264,0.171,0.089,0.03,0.323,0.123,0.0,4.4,10.9,0.0,0.1,0.1,1264613
Food Prices for Nutrition 2.0,FPN 2.0,Mexico,2017,0.38,2.672,0.315,2.217,0.082,0.574,2.993,4.65,2.483,0.643,0.766,1.86,0.599,1.46,0.35,0.85,0.096,0.23,0.411,0.771,1.88,0.256,0.2,0.117,0.032,0.258,0.137,0.7,17.2,24.3,0.9,21.2,29.9,122839258
Food Prices for Nutrition 2.0,FPN 2.0,Middle East & North Africa,2017,0.575,2.804,0.379,1.814,0.137,0.658,3.14,1.54527559055118,2.032,0.737,0.941,2.04,0.652,1.41,0.345,0.75,0.141,0.31,0.461,0.601,1.3,0.3,0.208,0.11,0.045,0.191,0.147,0.4,13.4,32.0,1.3,46.6,111.3,395380211
Food Prices for Nutrition 2.0,FPN 2.0,Moldova,2017,0.355,2.196,0.243,1.503,0.116,0.716,2.46,3.07,1.683,0.802,0.746,1.61,0.432,0.94,0.36,0.78,0.121,0.26,0.462,0.339,0.73,0.303,0.176,0.146,0.049,0.138,0.188,0.0,0.3,3.5,0.0,0.0,0.1,2755189
Food Prices for Nutrition 2.0,FPN 2.0,Mongolia,2017,0.979,4.057,0.487,2.017,0.16,0.663,4.544,6.12,2.259,0.743,0.756,1.37,1.921,3.47,0.468,0.85,0.167,0.3,0.553,0.68,1.23,0.166,0.423,0.103,0.037,0.15,0.122,0.1,14.4,58.5,0.0,0.4,1.8,3096030
Food Prices for Nutrition 2.0,FPN 2.0,Montenegro,2017,0.31,3.033,0.209,2.048,0.05,0.492,3.397,6.17,2.294,0.551,0.862,2.03,0.833,1.96,0.367,0.86,0.081,0.19,0.425,0.829,1.95,0.254,0.245,0.108,0.024,0.244,0.125,1.6,9.1,15.9,0.0,0.1,0.1,622373
Food Prices for Nutrition 2.0,FPN 2.0,Morocco,2017,0.641,2.42,0.452,1.707,0.144,0.543,2.71,4.46,1.912,0.608,0.798,1.95,0.539,1.31,0.358,0.87,0.119,0.29,0.41,0.485,1.18,0.294,0.199,0.132,0.044,0.179,0.151,0.0,6.5,17.7,0.0,2.3,6.3,35528115
Food Prices for Nutrition 2.0,FPN 2.0,Mozambique,2017,1.932,2.706,1.255,1.758,0.244,0.342,3.031,7.91,1.969,0.383,0.993,2.43,0.389,0.95,0.208,0.51,0.191,0.47,0.408,0.843,2.07,0.328,0.128,0.069,0.063,0.278,0.135,13.2,83.3,91.2,3.8,23.8,26.1,28569441
Food Prices for Nutrition 2.0,FPN 2.0,Myanmar,2017,1.034,3.309,0.726,2.321,0.254,0.813,3.706,4.07,2.6,0.91,1.029,1.6,0.64,0.99,0.368,0.57,0.111,0.17,0.645,0.913,1.42,0.278,0.173,0.099,0.03,0.246,0.174,0.7,42.7,71.0,0.4,22.3,37.1,52288341
Food Prices for Nutrition 2.0,FPN 2.0,Namibia,2017,0.979,2.906,0.553,1.642,0.304,0.901,3.255,3.23,1.839,1.009,0.736,1.29,0.811,1.42,0.192,0.34,0.115,0.2,0.571,0.83,1.45,0.226,0.249,0.059,0.035,0.255,0.175,13.9,33.6,55.4,0.3,0.8,1.3,2364534
Food Prices for Nutrition 2.0,FPN 2.0,Nepal,2017,1.057,3.685,0.657,2.29,0.253,0.881,4.127,4.18,2.565,0.987,1.38,2.72,1.025,2.02,0.337,0.66,0.166,0.33,0.507,0.711,1.4,0.334,0.248,0.082,0.04,0.172,0.123,2.6,51.0,80.3,0.7,14.4,22.6,28183426
Food Prices for Nutrition 2.0,FPN 2.0,Netherlands,2017,0.394,2.449,0.254,1.581,0.043,0.265,2.743,9.24,1.771,0.297,0.614,1.91,0.607,1.89,0.255,0.79,0.053,0.16,0.322,0.892,2.77,0.224,0.221,0.093,0.019,0.325,0.117,0.0,0.3,0.4,0.0,0.0,0.1,17131296
Food Prices for Nutrition 2.0,FPN 2.0,Nicaragua,2017,0.935,2.849,0.729,2.222,0.421,1.282,3.191,2.22,2.489,1.436,1.016,1.73,0.373,0.64,0.331,0.56,0.14,0.24,0.587,0.743,1.27,0.318,0.117,0.104,0.044,0.233,0.184,5.7,21.2,32.3,0.4,1.4,2.1,6480532
Food Prices for Nutrition 2.0,FPN 2.0,Niger,2017,4.064,2.545,2.364,1.48,0.867,0.543,2.85,4.69,1.658,0.608,1.138,2.84,0.601,1.5,0.094,0.23,0.144,0.36,0.401,0.473,1.18,0.399,0.211,0.033,0.051,0.166,0.141,13.6,77.1,92.9,3.0,16.8,20.2,21737922
Food Prices for Nutrition 2.0,FPN 2.0,Nigeria,2017,0.603,3.183,0.358,1.888,0.234,1.234,3.565,2.58,2.115,1.382,0.994,1.31,0.522,0.69,0.23,0.3,0.13,0.17,0.757,0.932,1.23,0.279,0.146,0.065,0.036,0.261,0.212,44.4,69.4,90.2,85.8,134.3,174.6,193495907
Food Prices for Nutrition 2.0,FPN 2.0,North America,2017,0.433,3.024,0.365,2.688,0.113,0.797,3.386,1.1245433410827,3.011,0.892,0.608,1.0,0.587,0.96,0.375,0.61,0.101,0.17,0.611,1.103,1.81,0.18,0.173,0.111,0.03,0.326,0.18,1.1,1.4,1.9,4.1,5.1,6.8,361731237
Food Prices for Nutrition 2.0,FPN 2.0,North Macedonia,2017,0.434,2.963,0.389,2.654,0.096,0.652,3.318,4.55,2.972,0.73,0.949,1.81,0.64,1.22,0.347,0.66,0.146,0.28,0.525,0.712,1.36,0.286,0.193,0.105,0.044,0.215,0.158,2.6,16.8,20.1,0.1,0.3,0.4,2074502
Food Prices for Nutrition 2.0,FPN 2.0,Norway,2017,0.446,2.969,0.382,2.544,0.15,1.002,3.325,2.96,2.849,1.122,0.691,1.22,0.615,1.09,0.257,0.45,0.075,0.13,0.565,1.122,1.99,0.208,0.185,0.077,0.023,0.337,0.17,0.3,0.5,0.6,0.0,0.0,0.0,5276968
Food Prices for Nutrition 2.0,FPN 2.0,Pakistan,2017,0.928,3.043,0.53,1.738,0.209,0.686,3.408,4.44,1.946,0.768,1.019,2.49,0.923,2.25,0.34,0.83,0.193,0.47,0.41,0.524,1.28,0.299,0.271,0.1,0.057,0.154,0.12,0.3,40.9,81.0,0.6,88.5,175.3,216379655
Food Prices for Nutrition 2.0,FPN 2.0,Panama,2017,0.516,3.772,0.394,2.879,0.138,1.007,4.225,3.75,3.224,1.128,1.11,1.61,0.654,0.95,0.306,0.44,0.17,0.25,0.69,1.295,1.88,0.263,0.155,0.072,0.04,0.307,0.163,2.2,12.1,17.5,0.1,0.5,0.7,4096063
Food Prices for Nutrition 2.0,FPN 2.0,Paraguay,2017,0.585,3.063,0.662,3.47,0.162,0.848,3.43,3.61,3.886,0.95,0.809,1.71,0.455,0.96,0.826,1.74,0.142,0.3,0.474,0.724,1.53,0.236,0.133,0.241,0.041,0.211,0.138,0.5,24.4,19.9,0.0,1.6,1.3,6355404
Food Prices for Nutrition 2.0,FPN 2.0,Peru,2017,0.696,2.754,0.505,2.0,0.207,0.818,3.084,3.37,2.24,0.916,0.898,1.52,0.57,0.96,0.35,0.59,0.122,0.21,0.591,0.552,0.93,0.291,0.185,0.113,0.04,0.179,0.192,2.7,16.5,26.6,0.9,5.2,8.4,31605486
Food Prices for Nutrition 2.0,FPN 2.0,Philippines,2017,0.586,3.431,0.43,2.518,0.176,1.034,3.843,3.32,2.82,1.158,1.095,1.6,0.591,0.86,0.319,0.47,0.201,0.29,0.684,0.953,1.39,0.285,0.154,0.083,0.052,0.248,0.178,6.9,53.1,70.1,7.4,56.7,74.8,106738501
Food Prices for Nutrition 2.0,FPN 2.0,Poland,2017,0.381,2.597,0.252,1.719,0.051,0.348,2.909,7.46,1.925,0.39,0.584,1.84,0.651,2.05,0.377,1.19,0.09,0.28,0.318,0.89,2.8,0.201,0.224,0.13,0.031,0.306,0.109,0.0,0.1,1.0,0.0,0.0,0.4,37974826
Food Prices for Nutrition 2.0,FPN 2.0,Portugal,2017,0.278,2.244,0.203,1.638,0.046,0.368,2.513,6.1,1.835,0.412,0.583,2.15,0.687,2.54,0.275,1.01,0.078,0.29,0.271,0.62,2.29,0.232,0.273,0.109,0.031,0.247,0.108,0.1,0.7,1.1,0.0,0.1,0.1,10300300
Food Prices for Nutrition 2.0,FPN 2.0,Romania,2017,0.273,2.608,0.205,1.952,0.046,0.437,2.921,5.97,2.186,0.489,0.945,2.64,0.697,1.95,0.351,0.98,0.073,0.2,0.358,0.497,1.39,0.324,0.239,0.12,0.025,0.17,0.123,0.9,8.0,11.9,0.2,1.6,2.3,19588715
Food Prices for Nutrition 2.0,FPN 2.0,Russian Federation,2017,0.343,2.812,0.241,1.978,0.066,0.541,3.149,5.2,2.215,0.606,0.98,2.72,0.745,2.07,0.191,0.53,0.135,0.38,0.36,0.739,2.05,0.311,0.237,0.061,0.043,0.235,0.114,0.0,0.8,3.3,0.0,1.1,4.7,144496739
Food Prices for Nutrition 2.0,FPN 2.0,Rwanda,2017,1.808,2.329,0.908,1.171,0.529,0.681,2.609,3.42,1.311,0.763,0.919,1.58,0.481,0.83,0.136,0.23,0.19,0.33,0.58,0.303,0.52,0.352,0.184,0.052,0.073,0.116,0.222,28.1,61.3,87.0,3.4,7.5,10.6,12230339
Food Prices for Nutrition 2.0,FPN 2.0,Sao Tome and Principe,2017,0.702,2.936,0.548,2.294,0.191,0.8,3.288,3.67,2.569,0.896,1.015,2.13,0.241,0.51,0.392,0.82,0.117,0.25,0.477,1.046,2.19,0.309,0.073,0.119,0.036,0.318,0.145,8.0,63.4,76.6,0.0,0.1,0.2,208036
Food Prices for Nutrition 2.0,FPN 2.0,Senegal,2017,0.677,1.955,0.574,1.659,0.23,0.665,2.19,2.94,1.858,0.745,0.377,0.94,0.422,1.05,0.124,0.31,0.19,0.47,0.401,0.677,1.69,0.172,0.193,0.057,0.087,0.309,0.183,3.3,43.2,53.5,0.5,6.5,8.1,15157793
Food Prices for Nutrition 2.0,FPN 2.0,Serbia,2017,0.608,3.634,0.398,2.383,0.09,0.537,4.07,6.77,2.669,0.601,0.998,1.74,0.872,1.52,0.612,1.07,0.096,0.17,0.572,0.92,1.61,0.245,0.214,0.15,0.024,0.226,0.141,3.2,14.3,27.2,0.2,1.0,1.9,7020858
Food Prices for Nutrition 2.0,FPN 2.0,Seychelles,2017,0.807,3.58,0.437,1.937,0.128,0.566,4.01,6.32,2.169,0.634,1.088,2.86,0.476,1.25,0.875,2.3,0.095,0.25,0.381,1.094,2.87,0.271,0.119,0.218,0.024,0.273,0.095,0.1,2.5,9.1,0.0,0.0,0.0,95843
Food Prices for Nutrition 2.0,FPN 2.0,Sierra Leone,2017,1.323,2.538,1.025,1.965,0.579,1.11,2.842,2.29,2.201,1.243,0.754,1.15,0.298,0.45,0.257,0.39,0.122,0.19,0.655,0.756,1.15,0.265,0.105,0.09,0.043,0.266,0.23,34.9,73.3,84.2,2.7,5.6,6.5,7677565
