classification_name,classification_code,country,year,affordability_healthy_diet_ratio_cost_to_food_poverty_line,cost_healthy_diet,percent_population_cannot_afford_healthy_diet,millions_people_cannot_afford_healthy_diet,population
Food Prices for Nutrition 2.0,FPN 2.0,Côte d'Ivoire,2020,3.223,3.61,72.8,19.5,26811790
Food Prices for Nutrition 2.0,FPN 2.0,Côte d'Ivoire,2021,3.49,3.909,72.9,20.0,27478249
Food Prices for Nutrition 2.0,FPN 2.0,Croatia,2018,3.768,4.22,4.1,0.2,4087843
Food Prices for Nutrition 2.0,FPN 2.0,Croatia,2019,3.815,4.273,3.4,0.1,4065253
Food Prices for Nutrition 2.0,FPN 2.0,Croatia,2020,3.84,4.301,3.3,0.1,4047680
Food Prices for Nutrition 2.0,FPN 2.0,Croatia,2021,3.83,4.29,1.8,0.1,3899000
Food Prices for Nutrition 2.0,FPN 2.0,Cyprus,2018,2.571,2.88,0.1,0.0,1218831
Food Prices for Nutrition 2.0,FPN 2.0,Cyprus,2019,2.631,2.947,0.3,0.0,1228836
Food Prices for Nutrition 2.0,FPN 2.0,Cyprus,2020,2.671,2.991,0.1,0.0,1237537
Food Prices for Nutrition 2.0,FPN 2.0,Cyprus,2021,2.638,2.955,0.0,0.0,1244188
Food Prices for Nutrition 2.0,FPN 2.0,Czech Republic,2018,2.608,2.921,0.1,0.0,10629928
Food Prices for Nutrition 2.0,FPN 2.0,Czech Republic,2019,2.701,3.025,0.2,0.0,10671870
Food Prices for Nutrition 2.0,FPN 2.0,Czech Republic,2020,2.681,3.003,0.1,0.0,10697858
Food Prices for Nutrition 2.0,FPN 2.0,Czech Republic,2021,2.665,2.985,0.1,0.0,10505772
Food Prices for Nutrition 2.0,FPN 2.0,Denmark,2018,2.179,2.44,0.2,0.0,5793636
Food Prices for Nutrition 2.0,FPN 2.0,Denmark,2019,2.224,2.491,0.4,0.0,5814422
Food Prices for Nutrition 2.0,FPN 2.0,Denmark,2020,2.239,2.508,0.3,0.0,5831404
Food Prices for Nutrition 2.0,FPN 2.0,Denmark,2021,2.232,2.5,0.2,0.0,5856733
Food Prices for Nutrition 2.0,FPN 2.0,Djibouti,2018,2.559,2.866,66.4,0.7,1057198
Food Prices for Nutrition 2.0,FPN 2.0,Djibouti,2019,2.665,2.985,65.2,0.7,1073994
Food Prices for Nutrition 2.0,FPN 2.0,Djibouti,2020,2.779,3.112,66.7,0.7,1090156
Food Prices for Nutrition 2.0,FPN 2.0,Djibouti,2021,2.902,3.25,65.3,0.7,1105557
Food Prices for Nutrition 2.0,FPN 2.0,Dominican Republic,2018,3.221,3.608,21.7,2.3,10765531
Food Prices for Nutrition 2.0,FPN 2.0,Dominican Republic,2019,3.343,3.744,20.6,2.2,10881882
Food Prices for Nutrition 2.0,FPN 2.0,Dominican Republic,2020,3.468,3.884,25.0,2.7,10999664
Food Prices for Nutrition 2.0,FPN 2.0,Dominican Republic,2021,3.686,4.128,25.8,2.9,11117873
Food Prices for Nutrition 2.0,FPN 2.0,East Asia & Pacific,2018,3.374,3.779,24.1,540.5,2278505178
Food Prices for Nutrition 2.0,FPN 2.0,East Asia & Pacific,2019,3.455,3.87,22.8,513.3,2290574843
Food Prices for Nutrition 2.0,FPN 2.0,East Asia & Pacific,2020,3.593,4.024,25.6,580.7,2300278763
Food Prices for Nutrition 2.0,FPN 2.0,East Asia & Pacific,2021,3.759,4.21,22.8,517.6,2306270268
Food Prices for Nutrition 2.0,FPN 2.0,Ecuador,2018,2.514,2.816,18.3,3.1,17015672
Food Prices for Nutrition 2.0,FPN 2.0,Ecuador,2019,2.554,2.861,19.8,3.4,17343740
Food Prices for Nutrition 2.0,FPN 2.0,Ecuador,2020,2.614,2.928,25.1,4.4,17588595
Food Prices for Nutrition 2.0,FPN 2.0,Ecuador,2021,2.71,3.035,19.7,3.5,17797737
Food Prices for Nutrition 2.0,FPN 2.0,"Egypt, Arab Rep.",2018,3.131,3.507,70.1,72.7,103740765
Food Prices for Nutrition 2.0,FPN 2.0,"Egypt, Arab Rep.",2019,3.128,3.503,67.2,70.9,105618671
Food Prices for Nutrition 2.0,FPN 2.0,"Egypt, Arab Rep.",2020,3.008,3.369,63.2,67.9,107465134
Food Prices for Nutrition 2.0,FPN 2.0,"Egypt, Arab Rep.",2021,3.13,3.506,61.6,67.3,109262178
Food Prices for Nutrition 2.0,FPN 2.0,Estonia,2018,2.846,3.188,0.8,0.0,1321977
Food Prices for Nutrition 2.0,FPN 2.0,Estonia,2019,2.932,3.284,1.3,0.0,1326898
Food Prices for Nutrition 2.0,FPN 2.0,Estonia,2020,2.991,3.35,1.1,0.0,1329522
Food Prices for Nutrition 2.0,FPN 2.0,Estonia,2021,2.938,3.29,0.8,0.0,1330932
Food Prices for Nutrition 2.0,FPN 2.0,Eswatini,2018,2.99,3.349,75.8,0.9,1160428
Food Prices for Nutrition 2.0,FPN 2.0,Eswatini,2019,3.031,3.395,75.0,0.9,1169613
Food Prices for Nutrition 2.0,FPN 2.0,Eswatini,2020,3.041,3.406,75.3,0.9,1180655
Food Prices for Nutrition 2.0,FPN 2.0,Eswatini,2021,3.158,3.537,73.8,0.9,1192271
Food Prices for Nutrition 2.0,FPN 2.0,Ethiopia,2018,2.81,3.147,84.1,93.4,111129438
Food Prices for Nutrition 2.0,FPN 2.0,Ethiopia,2019,2.938,3.29,83.4,95.2,114120594
Food Prices for Nutrition 2.0,FPN 2.0,Ethiopia,2020,3.042,3.407,83.3,97.6,117190911
Food Prices for Nutrition 2.0,FPN 2.0,Ethiopia,2021,3.309,3.706,83.8,100.8,120283026
Food Prices for Nutrition 2.0,FPN 2.0,Europe & Central Asia,2018,2.694,3.017,3.3,27.2,829040196
Food Prices for Nutrition 2.0,FPN 2.0,Europe & Central Asia,2019,2.786,3.12,3.4,28.3,830965742
Food Prices for Nutrition 2.0,FPN 2.0,Europe & Central Asia,2020,2.81,3.147,3.4,28.2,832392458
Food Prices for Nutrition 2.0,FPN 2.0,Europe & Central Asia,2021,2.853,3.195,3.1,25.4,832645095
Food Prices for Nutrition 2.0,FPN 2.0,Fiji,2018,3.283,3.677,45.8,0.4,918996
Food Prices for Nutrition 2.0,FPN 2.0,Fiji,2019,3.445,3.858,52.9,0.5,918465
Food Prices for Nutrition 2.0,FPN 2.0,Fiji,2020,3.495,3.914,56.8,0.5,920422
Food Prices for Nutrition 2.0,FPN 2.0,Fiji,2021,3.891,4.358,63.7,0.6,924610
Food Prices for Nutrition 2.0,FPN 2.0,Finland,2018,2.343,2.624,0.2,0.0,5515525
Food Prices for Nutrition 2.0,FPN 2.0,Finland,2019,2.414,2.704,0.1,0.0,5521606
Food Prices for Nutrition 2.0,FPN 2.0,Finland,2020,2.439,2.732,0.1,0.0,5529543
Food Prices for Nutrition 2.0,FPN 2.0,Finland,2021,2.425,2.716,0.0,0.0,5541017
Food Prices for Nutrition 2.0,FPN 2.0,France,2018,2.696,3.019,0.1,0.1,67158348
Food Prices for Nutrition 2.0,FPN 2.0,France,2019,2.837,3.177,0.3,0.2,67388001
Food Prices for Nutrition 2.0,FPN 2.0,France,2020,2.891,3.238,0.3,0.2,67571107
Food Prices for Nutrition 2.0,FPN 2.0,France,2021,2.905,3.254,0.2,0.1,67749632
Food Prices for Nutrition 2.0,FPN 2.0,Gabon,2018,3.038,3.403,28.6,0.6,2192012
Food Prices for Nutrition 2.0,FPN 2.0,Gabon,2019,3.112,3.485,28.4,0.6,2242785
Food Prices for Nutrition 2.0,FPN 2.0,Gabon,2020,3.172,3.553,29.9,0.7,2292573
Food Prices for Nutrition 2.0,FPN 2.0,Gabon,2021,3.307,3.704,29.9,0.7,2341179
Food Prices for Nutrition 2.0,FPN 2.0,"Gambia, The",2018,2.686,3.008,70.8,1.7,2444916
Food Prices for Nutrition 2.0,FPN 2.0,"Gambia, The",2019,2.727,3.054,69.6,1.7,2508883
Food Prices for Nutrition 2.0,FPN 2.0,"Gambia, The",2020,2.777,3.11,71.8,1.8,2573995
Food Prices for Nutrition 2.0,FPN 2.0,"Gambia, The",2021,2.968,3.324,72.2,1.9,2639916
Food Prices for Nutrition 2.0,FPN 2.0,Germany,2018,2.604,2.917,0.2,0.2,82905782
Food Prices for Nutrition 2.0,FPN 2.0,Germany,2019,2.664,2.984,0.2,0.2,83092962
Food Prices for Nutrition 2.0,FPN 2.0,Germany,2020,2.713,3.038,0.2,0.2,83160871
Food Prices for Nutrition 2.0,FPN 2.0,Germany,2021,2.752,3.082,0.2,0.2,83196078
Food Prices for Nutrition 2.0,FPN 2.0,Ghana,2018,3.446,3.86,78.6,24.3,30870641
Food Prices for Nutrition 2.0,FPN 2.0,Ghana,2019,3.52,3.942,77.0,24.3,31522290
Food Prices for Nutrition 2.0,FPN 2.0,Ghana,2020,3.604,4.036,78.1,25.1,32180401
Food Prices for Nutrition 2.0,FPN 2.0,Ghana,2021,3.783,4.237,77.4,25.4,32833031
Food Prices for Nutrition 2.0,FPN 2.0,Greece,2018,2.77,3.102,2.1,0.2,10732882
Food Prices for Nutrition 2.0,FPN 2.0,Greece,2019,2.828,3.167,2.9,0.3,10721582
Food Prices for Nutrition 2.0,FPN 2.0,Greece,2020,2.804,3.14,2.7,0.3,10698599
Food Prices for Nutrition 2.0,FPN 2.0,Greece,2021,2.834,3.174,2.2,0.2,10641221
Food Prices for Nutrition 2.0,FPN 2.0,Guinea,2018,3.449,3.863,89.0,11.2,12554864
Food Prices for Nutrition 2.0,FPN 2.0,Guinea,2019,3.572,4.001,88.8,11.4,12877539
Food Prices for Nutrition 2.0,FPN 2.0,Guinea,2020,3.685,4.127,88.7,11.7,13205153
Food Prices for Nutrition 2.0,FPN 2.0,Guinea,2021,3.967,4.443,89.1,12.1,13531906
Food Prices for Nutrition 2.0,FPN 2.0,Guinea-Bissau,2018,2.905,3.254,84.9,1.6,1924955
Food Prices for Nutrition 2.0,FPN 2.0,Guinea-Bissau,2019,2.978,3.335,82.9,1.6,1970457
Food Prices for Nutrition 2.0,FPN 2.0,Guinea-Bissau,2020,3.066,3.434,83.9,1.7,2015828
Food Prices for Nutrition 2.0,FPN 2.0,Guinea-Bissau,2021,3.298,3.694,84.6,1.7,2060721
Food Prices for Nutrition 2.0,FPN 2.0,Guyana,2018,4.234,4.742,44.5,0.3,785514
Food Prices for Nutrition 2.0,FPN 2.0,Guyana,2019,4.311,4.828,42.0,0.3,798753
Food Prices for Nutrition 2.0,FPN 2.0,Guyana,2020,4.363,4.887,24.9,0.2,797202
Food Prices for Nutrition 2.0,FPN 2.0,Guyana,2021,4.569,5.117,18.5,0.1,804567
Food Prices for Nutrition 2.0,FPN 2.0,Haiti,2018,3.638,4.075,84.7,9.3,11012421
Food Prices for Nutrition 2.0,FPN 2.0,Haiti,2019,3.817,4.275,86.9,9.7,11160438
Food Prices for Nutrition 2.0,FPN 2.0,Haiti,2020,4.009,4.49,88.9,10.1,11306801
Food Prices for Nutrition 2.0,FPN 2.0,Haiti,2021,4.298,4.814,92.6,10.6,11447569
Food Prices for Nutrition 2.0,FPN 2.0,High income,2018,2.866,3.21,1.7,18.9,1201464351
Food Prices for Nutrition 2.0,FPN 2.0,High income,2019,2.941,3.294,1.5,17.4,1206619363
Food Prices for Nutrition 2.0,FPN 2.0,High income,2020,3.002,3.363,1.5,17.6,1211551557
Food Prices for Nutrition 2.0,FPN 2.0,High income,2021,3.064,3.432,1.3,14.3,1211377891
Food Prices for Nutrition 2.0,FPN 2.0,Honduras,2018,3.049,3.415,48.0,4.7,9792850
Food Prices for Nutrition 2.0,FPN 2.0,Honduras,2019,3.039,3.404,46.5,4.6,9958829
Food Prices for Nutrition 2.0,FPN 2.0,Honduras,2020,3.113,3.486,49.7,5.0,10121763
Food Prices for Nutrition 2.0,FPN 2.0,Honduras,2021,3.21,3.595,44.8,4.6,10278345
Food Prices for Nutrition 2.0,FPN 2.0,Hungary,2018,3.021,3.383,2.4,0.2,9775564
Food Prices for Nutrition 2.0,FPN 2.0,Hungary,2019,3.116,3.49,2.2,0.2,9771141
Food Prices for Nutrition 2.0,FPN 2.0,Hungary,2020,3.131,3.507,2.0,0.2,9750149
Food Prices for Nutrition 2.0,FPN 2.0,Hungary,2021,3.052,3.418,1.5,0.1,9709891
Food Prices for Nutrition 2.0,FPN 2.0,Iceland,2018,2.006,2.247,0.0,0.0,352721
Food Prices for Nutrition 2.0,FPN 2.0,Iceland,2019,2.066,2.314,0.0,0.0,360563
Food Prices for Nutrition 2.0,FPN 2.0,Iceland,2020,2.161,2.42,0.0,0.0,366463
Food Prices for Nutrition 2.0,FPN 2.0,Iceland,2021,2.157,2.416,0.1,0.0,372520
Food Prices for Nutrition 2.0,FPN 2.0,India,2018,2.527,2.83,73.2,1001.9,1369003306
Food Prices for Nutrition 2.0,FPN 2.0,India,2019,2.569,2.877,71.4,986.9,1383112050
Food Prices for Nutrition 2.0,FPN 2.0,India,2020,2.652,2.97,76.2,1064.0,1396387127
Food Prices for Nutrition 2.0,FPN 2.0,India,2021,2.738,3.066,74.1,1043.0,1407563842
Food Prices for Nutrition 2.0,FPN 2.0,Indonesia,2018,3.815,4.273,71.0,189.6,267066843
Food Prices for Nutrition 2.0,FPN 2.0,Indonesia,2019,3.811,4.268,69.5,187.4,269582878
Food Prices for Nutrition 2.0,FPN 2.0,Indonesia,2020,3.988,4.466,70.2,190.8,271857970
Food Prices for Nutrition 2.0,FPN 2.0,Indonesia,2021,4.222,4.729,70.8,193.8,273753191
Food Prices for Nutrition 2.0,FPN 2.0,"Iran, Islamic Rep.",2018,2.868,3.212,16.6,14.3,85617562
Food Prices for Nutrition 2.0,FPN 2.0,"Iran, Islamic Rep.",2019,3.252,3.642,25.7,22.2,86564202
Food Prices for Nutrition 2.0,FPN 2.0,"Iran, Islamic Rep.",2020,3.219,3.605,25.5,22.3,87290193
Food Prices for Nutrition 2.0,FPN 2.0,"Iran, Islamic Rep.",2021,3.721,4.167,30.0,26.4,87923432
Food Prices for Nutrition 2.0,FPN 2.0,Iraq,2018,3.093,3.464,16.8,6.8,40590700
Food Prices for Nutrition 2.0,FPN 2.0,Iraq,2019,3.155,3.534,15.5,6.4,41563520
Food Prices for Nutrition 2.0,FPN 2.0,Iraq,2020,3.161,3.54,19.2,8.2,42556984
Food Prices for Nutrition 2.0,FPN 2.0,Iraq,2021,3.272,3.665,18.4,8.0,43533592
Food Prices for Nutrition 2.0,FPN 2.0,Ireland,2018,2.09,2.341,0.1,0.0,4867316
Food Prices for Nutrition 2.0,FPN 2.0,Ireland,2019,2.089,2.34,0.1,0.0,4934340
Food Prices for Nutrition 2.0,FPN 2.0,Ireland,2020,1.968,2.204,0.2,0.0,4985382
Food Prices for Nutrition 2.0,FPN 2.0,Ireland,2021,1.92,2.15,0.1,0.0,5033165
Food Prices for Nutrition 2.0,FPN 2.0,Israel,2018,2.232,2.5,1.2,0.1,8882800
Food Prices for Nutrition 2.0,FPN 2.0,Israel,2019,2.216,2.482,1.2,0.1,9054000
Food Prices for Nutrition 2.0,FPN 2.0,Israel,2020,2.208,2.473,1.2,0.1,9215100
Food Prices for Nutrition 2.0,FPN 2.0,Israel,2021,2.254,2.524,1.2,0.1,9364000
Food Prices for Nutrition 2.0,FPN 2.0,Italy,2018,2.66,2.979,2.8,1.7,60421760
Food Prices for Nutrition 2.0,FPN 2.0,Italy,2019,2.787,3.121,2.1,1.2,59729081
Food Prices for Nutrition 2.0,FPN 2.0,Italy,2020,2.816,3.154,1.8,1.1,59438851
Food Prices for Nutrition 2.0,FPN 2.0,Italy,2021,2.829,3.168,1.5,0.9,59109668
Food Prices for Nutrition 2.0,FPN 2.0,Jamaica,2018,5.483,6.141,57.1,1.6,2811835
Food Prices for Nutrition 2.0,FPN 2.0,Jamaica,2019,5.713,6.398,57.9,1.6,2813773
Food Prices for Nutrition 2.0,FPN 2.0,Jamaica,2020,5.965,6.681,64.0,1.8,2820436
Food Prices for Nutrition 2.0,FPN 2.0,Jamaica,2021,6.279,7.033,62.6,1.8,2827695
Food Prices for Nutrition 2.0,FPN 2.0,Japan,2018,5.09,5.701,2.7,3.4,126811000
Food Prices for Nutrition 2.0,FPN 2.0,Japan,2019,4.969,5.565,2.5,3.1,126633000
Food Prices for Nutrition 2.0,FPN 2.0,Japan,2020,5.042,5.647,2.7,3.4,126261000
Food Prices for Nutrition 2.0,FPN 2.0,Japan,2021,5.034,5.638,2.0,2.5,125681593
Food Prices for Nutrition 2.0,FPN 2.0,Jordan,2018,3.084,3.454,5.7,0.6,10459865
Food Prices for Nutrition 2.0,FPN 2.0,Jordan,2019,3.125,3.5,6.5,0.7,10698683
Food Prices for Nutrition 2.0,FPN 2.0,Jordan,2020,3.227,3.614,7.4,0.8,10928721
Food Prices for Nutrition 2.0,FPN 2.0,Jordan,2021,3.337,3.737,7.1,0.8,11148278
Food Prices for Nutrition 2.0,FPN 2.0,Kazakhstan,2018,2.166,2.426,1.7,0.3,18276452
Food Prices for Nutrition 2.0,FPN 2.0,Kazakhstan,2019,2.265,2.537,1.6,0.3,18513673
Food Prices for Nutrition 2.0,FPN 2.0,Kazakhstan,2020,2.372,2.657,2.6,0.5,18755666
Food Prices for Nutrition 2.0,FPN 2.0,Kazakhstan,2021,2.546,2.852,2.3,0.4,19000988
Food Prices for Nutrition 2.0,FPN 2.0,Kenya,2018,2.521,2.823,74.5,37.2,49953304
Food Prices for Nutrition 2.0,FPN 2.0,Kenya,2019,2.596,2.907,73.7,37.6,50951450
Food Prices for Nutrition 2.0,FPN 2.0,Kenya,2020,2.65,2.968,74.5,38.7,51985780
Food Prices for Nutrition 2.0,FPN 2.0,Kenya,2021,2.847,3.189,74.0,39.2,53005614
Food Prices for Nutrition 2.0,FPN 2.0,"Korea, Rep.",2018,4.375,4.9,2.0,1.0,51585058
Food Prices for Nutrition 2.0,FPN 2.0,"Korea, Rep.",2019,4.313,4.831,1.7,0.9,51764822
Food Prices for Nutrition 2.0,FPN 2.0,"Korea, Rep.",2020,4.563,5.111,2.2,1.2,51836239
Food Prices for Nutrition 2.0,FPN 2.0,"Korea, Rep.",2021,4.768,5.34,1.5,0.8,51744876
Food Prices for Nutrition 2.0,FPN 2.0,Kyrgyz Republic,2018,2.617,2.931,47.2,3.0,6322800
Food Prices for Nutrition 2.0,FPN 2.0,Kyrgyz Republic,2019,2.671,2.991,45.0,2.9,6456200
Food Prices for Nutrition 2.0,FPN 2.0,Kyrgyz Republic,2020,2.839,3.18,55.3,3.6,6579900
Food Prices for Nutrition 2.0,FPN 2.0,Kyrgyz Republic,2021,3.134,3.51,58.2,3.9,6691800
Food Prices for Nutrition 2.0,FPN 2.0,Lao PDR,2018,3.427,3.838,73.6,5.2,7105006
Food Prices for Nutrition 2.0,FPN 2.0,Lao PDR,2019,3.535,3.959,72.7,5.2,7212053
Food Prices for Nutrition 2.0,FPN 2.0,Lao PDR,2020,3.697,4.141,74.7,5.5,7319399
Food Prices for Nutrition 2.0,FPN 2.0,Lao PDR,2021,3.844,4.305,74.0,5.5,7425057
Food Prices for Nutrition 2.0,FPN 2.0,Latin America & Caribbean,2018,3.297,3.693,20.9,119.3,572237142
Food Prices for Nutrition 2.0,FPN 2.0,Latin America & Caribbean,2019,3.37,3.775,20.7,119.7,578509517
Food Prices for Nutrition 2.0,FPN 2.0,Latin America & Caribbean,2020,3.461,3.876,20.9,121.8,583891678
Food Prices for Nutrition 2.0,FPN 2.0,Latin America & Caribbean,2021,3.643,4.081,22.7,133.3,588418945
Food Prices for Nutrition 2.0,FPN 2.0,Latvia,2018,2.795,3.13,2.4,0.0,1927174
Food Prices for Nutrition 2.0,FPN 2.0,Latvia,2019,2.897,3.245,1.9,0.0,1913822
Food Prices for Nutrition 2.0,FPN 2.0,Latvia,2020,2.919,3.269,1.9,0.0,1900449
Food Prices for Nutrition 2.0,FPN 2.0,Latvia,2021,2.905,3.254,1.5,0.0,1884490
Food Prices for Nutrition 2.0,FPN 2.0,Lesotho,2018,3.463,3.878,83.4,1.8,2198017
Food Prices for Nutrition 2.0,FPN 2.0,Lesotho,2019,3.58,4.01,83.8,1.9,2225702
Food Prices for Nutrition 2.0,FPN 2.0,Lesotho,2020,3.809,4.266,87.0,2.0,2254100
Food Prices for Nutrition 2.0,FPN 2.0,Lesotho,2021,4.123,4.618,87.9,2.0,2281454
Food Prices for Nutrition 2.0,FPN 2.0,Liberia,2018,3.6,4.03160712053957,91.6,4.5,4889391
Food Prices for Nutrition 2.0,FPN 2.0,Liberia,2019,3.439,3.852,91.4,4.6,4985289
Food Prices for Nutrition 2.0,FPN 2.0,Liberia,2020,3.488,3.907,91.6,4.7,5087584
Food Prices for Nutrition 2.0,FPN 2.0,Liberia,2021,3.971,4.447,92.8,4.8,5193416
Food Prices for Nutrition 2.0,FPN 2.0,Lithuania,2018,2.716,3.042,2.3,0.1,2801543
Food Prices for Nutrition 2.0,FPN 2.0,Lithuania,2019,2.811,3.148,1.2,0.0,2794137
Food Prices for Nutrition 2.0,FPN 2.0,Lithuania,2020,2.796,3.132,1.1,0.0,2794885
Food Prices for Nutrition 2.0,FPN 2.0,Lithuania,2021,2.775,3.108,0.7,0.0,2800839
Food Prices for Nutrition 2.0,FPN 2.0,Low income,2018,2.777,3.11,87.5,447.6,511509198
Food Prices for Nutrition 2.0,FPN 2.0,Low income,2019,2.801,3.138,86.7,456.8,526672708
Food Prices for Nutrition 2.0,FPN 2.0,Low income,2020,2.872,3.217,86.9,471.0,542148509
Food Prices for Nutrition 2.0,FPN 2.0,Low income,2021,3.008,3.369,86.1,480.0,557798699
Food Prices for Nutrition 2.0,FPN 2.0,Lower middle income,2018,3.106,3.478,69.3,2184.3,3167642141
Food Prices for Nutrition 2.0,FPN 2.0,Lower middle income,2019,3.169,3.549,68.3,2180.7,3210833968
Food Prices for Nutrition 2.0,FPN 2.0,Lower middle income,2020,3.261,3.652,71.0,2296.8,3253486207
Food Prices for Nutrition 2.0,FPN 2.0,Lower middle income,2021,3.463,3.879,70.2,2299.6,3293993013
Food Prices for Nutrition 2.0,FPN 2.0,Luxembourg,2018,2.346,2.627,0.4,0.0,607950
Food Prices for Nutrition 2.0,FPN 2.0,Luxembourg,2019,2.338,2.619,0.1,0.0,620001
Food Prices for Nutrition 2.0,FPN 2.0,Luxembourg,2020,2.3,2.576,0.0,0.0,630419
Food Prices for Nutrition 2.0,FPN 2.0,Luxembourg,2021,2.313,2.59,0.0,0.0,640064
Food Prices for Nutrition 2.0,FPN 2.0,Madagascar,2018,2.788,3.122,97.3,26.1,26846541
Food Prices for Nutrition 2.0,FPN 2.0,Madagascar,2019,2.816,3.154,97.1,26.7,27533134
Food Prices for Nutrition 2.0,FPN 2.0,Madagascar,2020,2.84,3.181,97.8,27.6,28225177
Food Prices for Nutrition 2.0,FPN 2.0,Madagascar,2021,3.02,3.382,97.8,28.3,28915653
Food Prices for Nutrition 2.0,FPN 2.0,Malawi,2018,2.508,2.809,94.9,17.4,18367883
Food Prices for Nutrition 2.0,FPN 2.0,Malawi,2019,2.669,2.989,95.4,18.0,18867337
Food Prices for Nutrition 2.0,FPN 2.0,Malawi,2020,2.812,3.149,95.8,18.6,19377061
Food Prices for Nutrition 2.0,FPN 2.0,Malawi,2021,3.004,3.365,95.9,19.1,19889742
Food Prices for Nutrition 2.0,FPN 2.0,Malaysia,2018,2.963,3.319,2.5,0.8,32399271
Food Prices for Nutrition 2.0,FPN 2.0,Malaysia,2019,3.046,3.412,2.1,0.7,32804020
Food Prices for Nutrition 2.0,FPN 2.0,Malaysia,2020,3.159,3.538,2.8,0.9,33199993
Food Prices for Nutrition 2.0,FPN 2.0,Malaysia,2021,3.285,3.679,2.5,0.8,33573874
Food Prices for Nutrition 2.0,FPN 2.0,Maldives,2018,3.245,3.634,2.0,0.0,489758
Food Prices for Nutrition 2.0,FPN 2.0,Maldives,2019,3.27,3.662,1.1,0.0,504508
Food Prices for Nutrition 2.0,FPN 2.0,Maldives,2020,3.447,3.861,5.3,0.0,514438
Food Prices for Nutrition 2.0,FPN 2.0,Maldives,2021,3.656,4.095,1.2,0.0,521457
Food Prices for Nutrition 2.0,FPN 2.0,Mali,2018,2.71,3.035,74.5,14.9,19934298
Food Prices for Nutrition 2.0,FPN 2.0,Mali,2019,2.643,2.96,69.7,14.3,20567424
Food Prices for Nutrition 2.0,FPN 2.0,Mali,2020,2.726,3.053,71.4,15.2,21224040
Food Prices for Nutrition 2.0,FPN 2.0,Mali,2021,2.884,3.23,72.0,15.8,21904983
Food Prices for Nutrition 2.0,FPN 2.0,Malta,2018,3.254,3.645,0.3,0.0,484630
Food Prices for Nutrition 2.0,FPN 2.0,Malta,2019,3.452,3.866,0.7,0.0,504062
Food Prices for Nutrition 2.0,FPN 2.0,Malta,2020,3.414,3.824,0.8,0.0,515332
Food Prices for Nutrition 2.0,FPN 2.0,Malta,2021,3.497,3.917,0.8,0.0,518536
Food Prices for Nutrition 2.0,FPN 2.0,Mauritania,2018,3.191,3.574,61.1,2.6,4270712
Food Prices for Nutrition 2.0,FPN 2.0,Mauritania,2019,3.263,3.6541,59.7,2.6,4383849
Food Prices for Nutrition 2.0,FPN 2.0,Mauritania,2020,3.297,3.6921,60.9,2.7,4498604
Food Prices for Nutrition 2.0,FPN 2.0,Mauritania,2021,3.525,3.948,62.4,2.9,4614974
Food Prices for Nutrition 2.0,FPN 2.0,Mauritius,2018,3.032,3.396,9.5,0.1,1265303
Food Prices for Nutrition 2.0,FPN 2.0,Mauritius,2019,3.071,3.439,8.6,0.1,1265711
Food Prices for Nutrition 2.0,FPN 2.0,Mauritius,2020,3.218,3.604,14.7,0.2,1265740
Food Prices for Nutrition 2.0,FPN 2.0,Mauritius,2021,3.379,3.785,14.0,0.2,1266060
Food Prices for Nutrition 2.0,FPN 2.0,Mexico,2018,2.742,3.071,23.1,28.7,124013861
Food Prices for Nutrition 2.0,FPN 2.0,Mexico,2019,2.713,3.039,21.6,27.0,125085311
Food Prices for Nutrition 2.0,FPN 2.0,Mexico,2020,2.745,3.074,23.1,29.1,125998302
Food Prices for Nutrition 2.0,FPN 2.0,Mexico,2021,2.862,3.205,20.2,25.6,126705138
Food Prices for Nutrition 2.0,FPN 2.0,Middle East & North Africa,2018,2.879,3.224,33.0,116.9,402520882
Food Prices for Nutrition 2.0,FPN 2.0,Middle East & North Africa,2019,2.963,3.319,33.8,121.7,409205838
Food Prices for Nutrition 2.0,FPN 2.0,Middle East & North Africa,2020,3.014,3.376,33.7,123.2,414593143
Food Prices for Nutrition 2.0,FPN 2.0,Middle East & North Africa,2021,3.174,3.554,34.0,126.2,419533447
Food Prices for Nutrition 2.0,FPN 2.0,Moldova,2018,2.296,2.571,2.8,0.1,2707203
Food Prices for Nutrition 2.0,FPN 2.0,Moldova,2019,2.399,2.687,3.3,0.1,2664224
Food Prices for Nutrition 2.0,FPN 2.0,Moldova,2020,2.513,2.814,7.0,0.2,2635130
Food Prices for Nutrition 2.0,FPN 2.0,Moldova,2021,2.677,2.998,3.8,0.1,2615199
Food Prices for Nutrition 2.0,FPN 2.0,Mongolia,2018,4.166,4.666,55.2,1.7,3163991
Food Prices for Nutrition 2.0,FPN 2.0,Mongolia,2019,4.375,4.9,55.0,1.8,3232430
Food Prices for Nutrition 2.0,FPN 2.0,Mongolia,2020,4.567,5.115,60.0,2.0,3294335
Food Prices for Nutrition 2.0,FPN 2.0,Mongolia,2021,5.068,5.676,64.1,2.1,3347782
Food Prices for Nutrition 2.0,FPN 2.0,Montenegro,2018,3.061,3.428,17.2,0.1,622227
Food Prices for Nutrition 2.0,FPN 2.0,Montenegro,2019,3.254,3.644,17.4,0.1,622028
Food Prices for Nutrition 2.0,FPN 2.0,Montenegro,2020,3.135,3.511,17.3,0.1,621306
